loan_id,funded_amount,funded_date,duration years,duration months,10 yr treasury index date funded,interest rate,payments,total past payments,loan balance,property value,purpose,firstname,middlename,lastname,employment length,quarter,months remain,year
LL0000125,4128000,2014-08-22,30,360,2.4,0.03996,19698.19,64,2867316.15,4285900,commerical property,Aleah,Jaylah,Wise,12,2014Q3,296,2014
LL0001208,4080000,2012-11-03,30,360,1.75,0.03346,17972.09,85,2552371.94,4270750,commerical property,Holden,Ari,Layne,9,2012Q4,275,2012
LL0001089,4125000,2018-11-10,30,360,3.19,0.04786,21607.55,13,3844101.82,4265850,investment property,Brianna,Isabella,Cruz,4,2018Q4,347,2018
LL0000069,4008000,2016-06-13,30,360,1.62,0.03216,17368.37,42,3278528.63,4252850,home,Julian,Levi,Carter,3,2016Q2,318,2016
LL0000797,3960000,2014-10-04,30,360,2.45,0.04046,19010.81,62,2781329.54,4235750,home,Madalyn,Jessa,Combs,14,2014Q4,298,2014
LL0001229,4032000,2015-07-08,30,360,2.22,0.03816,18824.14,53,3034320.39,4233900,commerical property,Emmanuel,Timothy,Gordon,4,2015Q3,307,2015
LL0000223,4026000,2015-06-22,30,360,2.37,0.03966,19141.91,54,2992336.95,4228700,home,Marco,Walter,York,8,2015Q2,306,2015
LL0000456,4032000,2012-09-15,30,360,1.88,0.03476,18051.51,87,2461518.79,4225200,home,Hazel,Emily,Peterson,8,2012Q3,273,2012
LL0000675,4032000,2019-10-09,30,360,1.59,0.03186,17406.21,2,3997187.59,4216200,investment property,Parker,Jordan,Bynum,12,2019Q4,358,2019
LL0000191,3960000,2013-07-18,30,360,2.56,0.04156,19263.52,77,2476708.99,4197900,commerical property,Athena,Cecilia,Hunt,14,2013Q3,283,2013
LL0001312,4056000,2016-07-28,15,180,1.52,0.02816,27652.46,41,2922249.25,4178600,investment property,Alyssa,Sophia,Russell,11,2016Q3,139,2016
LL0001559,4026000,2018-09-20,30,360,3.07,0.04666,20798.16,15,3714027.56,4169400,commerical property,Amber,Aspen,Dominguez,14,2018Q3,345,2018
LL0001466,4104000,2016-08-27,30,360,1.6296,0.03225,17804.61,40,3391815.79,4165100,investment property,Amari,Felix,Little,15,2016Q3,320,2016
LL0000158,3927000,2017-02-13,30,360,2.4358,0.04032,18820.62,34,3287098.99,4159600,commerical property,Madison,Sophia,Heath,10,2017Q1,326,2017
LL0000796,4008000,2015-12-09,15,180,2.22,0.03516,28683.99,48,2631168.27,4142200,commerical property,Oscar,Jesse,Gardner,1,2015Q4,132,2015
LL0000231,4032000,2017-05-23,30,360,2.2799,0.03876,18962.27,31,3444169.77,4139650,commerical property,Brooklyn,Viviana,Young,10,2017Q2,329,2017
LL0001369,3894000,2016-10-07,30,360,1.7181,0.03314,17084.01,38,3244807.48,4133050,home,Laura,Felicity,Parks,6,2016Q4,322,2016
LL0000423,4026000,2018-01-19,30,360,2.64,0.04236,19772.52,23,3571232.11,4121600,investment property,Emory,Olivia,Grimes,2,2018Q1,337,2018
LL0001241,3816000,2013-06-04,30,360,2.14,0.03736,17642.19,78,2439909.19,4116100,commerical property,Solomon,Cade,Mcdowell,6,2013Q2,282,2013
LL0000704,3912000,2019-05-20,30,360,2.41,0.04006,18690.02,7,3781169.85,4103300,investment property,Oliver,Lucas,White,4,2019Q2,353,2019
LL0001416,3960000,2018-11-24,30,360,3.05,0.04646,20409.73,13,3694673.57,4100150,home,Alexis,Sergio,Atkins,4,2018Q4,347,2018
LL0000303,3888000,2015-11-05,30,360,2.26,0.03856,18240.59,49,2994211.14,4083900,investment property,Andy,Marco,Watts,6,2015Q4,311,2015
LL0001463,3936000,2019-01-26,30,360,2.76,0.04356,19607.78,11,3720314.38,4073000,home,Cesar,Jaiden,Collier,2,2019Q1,349,2019
LL0000855,3936000,2013-01-18,30,360,1.87,0.03466,17599.78,83,2475218.11,4062950,investment property,Rylee,Charlotte,Ellis,4,2013Q1,277,2013
LL0000548,3792000,2012-04-26,30,360,1.98,0.03576,17189.05,92,2210607.13,4052300,commerical property,Gabriel,Benjamin,Johnson,10,2012Q2,268,2012
LL0001429,3912000,2019-02-08,30,360,2.63,0.04226,19189.76,10,3720102.36,4048350,commerical property,Andre,Cash,Decker,2,2019Q1,350,2019
LL0001201,3894000,2018-10-10,30,360,3.22,0.04816,20468.15,14,3607445.96,4036400,commerical property,Alyson,Emily,Brown,7,2018Q4,346,2018
LL0001144,3894000,2018-11-28,30,360,3.06,0.04656,20092.9,13,3632792.26,4033950,commerical property,Jose,Dominic,Mccloud,13,2018Q4,347,2018
LL0000556,3795000,2016-10-12,30,360,1.7692,0.03365,16756.55,38,3158251.05,4033800,home,Kingston,Emmett,Vasquez,16,2016Q4,322,2016
LL0001146,3894000,2012-08-11,15,180,1.65,0.02946,26790.23,88,1536459.47,4028950,investment property,Dylan,Carter,Walker,12,2012Q3,92,2012
LL0001716,3792000,2013-10-19,15,180,2.6,0.03896,27851.75,74,1730970.53,4025250,investment property,Maia,Kailey,Collier,6,2013Q4,106,2013
LL0000188,3744000,2015-05-28,30,360,2.13,0.03726,17288.1,55,2793154.52,4007950,investment property,Tyler,Easton,Cruz,8,2015Q2,305,2015
LL0000699,3762000,2016-10-20,30,360,1.7556,0.03352,16583.8,38,3131815.56,4000400,commerical property,Alaina,Daniela,Medina,8,2016Q4,322,2016
LL0000846,3828000,2014-02-28,30,360,2.66,0.04256,18844.91,70,2508856.47,3994650,commerical property,Kyle,Colin,Medina,6,2014Q1,290,2014
LL0001569,3696000,2015-03-17,30,360,2.06,0.03656,16920.21,57,2731548.04,3963550,home,Matthew,Daniel,Moore,3,2015Q1,303,2015
LL0000873,3816000,2016-03-12,30,360,1.98,0.03576,17297.84,45,3037597.0,3945500,investment property,Tyler,Austin,Gamboa,3,2016Q1,315,2016
LL0000967,3630000,2014-06-05,30,360,2.59,0.04186,17721.67,66,2460369.48,3911800,home,Maverick,Shane,Crouse,6,2014Q2,294,2014
LL0000900,3768000,2016-04-11,30,360,1.73,0.03326,16556.15,44,3039529.24,3896000,commerical property,Amanda,Blakely,Maldonado,14,2016Q2,316,2016
LL0000203,3696000,2019-09-27,30,360,1.69,0.03286,16158.34,3,3647524.97,3880800,investment property,Johnny,Tate,Ferrer,18,2019Q3,357,2019
LL0000343,3672000,2012-02-02,30,360,1.86,0.03456,16398.86,94,2130506.74,3876500,home,Marie,Marissa,Huff,1,2012Q1,266,2012
LL0000805,3630000,2013-03-16,30,360,2.01,0.03606,16515.87,81,2292214.76,3874100,home,Cole,Leonardo,Whiting,14,2013Q1,279,2013
LL0000330,3600000,2012-01-15,30,360,1.89,0.03486,16137.49,95,2066938.63,3865400,investment property,Chelsea,Heidi,Chambers,7,2012Q1,265,2012
LL0001551,3792000,2016-01-03,30,360,2.27,0.03866,17811.87,47,2954841.89,3864950,home,Landen,Enzo,Hensley,18,2016Q1,313,2016
LL0000856,3624000,2016-08-05,15,180,1.59,0.02886,24828.46,40,2630861.52,3806200,commerical property,Luis,Leonardo,Hamilton,13,2016Q3,140,2016
LL0000718,3696000,2018-06-17,30,360,2.93,0.04526,18784.23,18,3357883.85,3784150,commerical property,Anna,Madison,Mitchell,15,2018Q2,342,2018
LL0000296,3630000,2015-10-18,30,360,2.04,0.03636,16577.14,50,2801142.77,3766800,investment property,Olivia,Abigail,Beck,4,2015Q4,310,2015
LL0001370,3600000,2015-06-26,30,360,2.49,0.04086,17365.92,54,2662240.48,3742500,home,Bennett,Ashton,Juarez,17,2015Q2,306,2015
LL0000219,3576000,2014-06-24,30,360,2.59,0.04186,17458.05,66,2423768.94,3736850,commerical property,Norah,Daisy,Robertson,1,2014Q2,294,2014
LL0000375,3663000,2019-09-07,30,360,1.55,0.03146,15733.28,3,3615800.17,3728800,commerical property,Logan,Wesley,Rowley,16,2019Q3,357,2019
LL0001565,3408000,2013-09-03,30,360,2.86,0.04457,17180.87,75,2119434.63,3703550,commerical property,Amira,Helen,Daniel,18,2013Q3,285,2013
LL0001316,3663000,2018-02-12,30,360,2.86,0.04456,18464.24,22,3256786.69,3697400,commerical property,Mason,Tanner,Greene,13,2018Q1,338,2018
LL0000622,3528000,2017-09-14,30,360,2.1847,0.03781,16400.84,27,3085177.33,3689950,commerical property,Julie,Aisha,Parsons,6,2017Q3,333,2017
LL0000502,3648000,2019-04-17,15,180,2.59,0.03886,26775.89,8,3433792.91,3660950,commerical property,Benjamin,James,Martinez,8,2019Q2,172,2019
LL0000341,3600000,2018-04-11,30,360,2.79,0.04386,17997.63,20,3240047.32,3631500,investment property,Alayna,Leila,Wheeler,2,2018Q2,340,2018
LL0001490,3456000,2012-09-22,30,360,1.77,0.03367,15263.54,87,2128071.6,3588850,investment property,Pedro,Frank,Salas,16,2012Q3,273,2012
LL0000115,3288000,2012-12-26,30,360,1.77,0.03367,14521.57,84,2068188.37,3536100,home,Cooper,Brian,Bliss,14,2012Q4,276,2012
LL0000387,3288000,2013-03-10,30,360,2.06,0.03657,15054.25,81,2068605.84,3532400,commerical property,Mackenzie,Isabella,Diaz,1,2013Q1,279,2013
LL0001256,3432000,2019-05-04,30,360,2.54,0.04137,16657.12,7,3315400.19,3504100,commerical property,Ashlyn,Sage,Benson,2,2019Q2,353,2019
LL0000399,3360000,2012-09-03,30,360,1.57,0.03167,14470.31,87,2101082.96,3493800,home,Milo,Caiden,Hopkins,3,2012Q3,273,2012
LL0000928,3288000,2016-05-09,30,360,1.77,0.03367,14521.57,43,2663572.62,3474600,investment property,Felix,Raymond,Reid,9,2016Q2,317,2016
LL0000135,3216000,2017-01-22,30,360,2.4668,0.04064,15472.57,35,2674459.96,3449700,commerical property,Edith,Priscilla,Montoya,2,2017Q1,325,2017
LL0001380,3264000,2013-09-05,30,360,2.98,0.04577,16687.88,75,2012409.25,3439450,investment property,Isabella,Harper,Vincent,3,2013Q3,285,2013
LL0000109,3240000,2018-12-22,30,360,2.79,0.04387,16199.78,12,3045602.61,3438750,home,Rhett,Josue,Lucas,5,2018Q4,348,2018
LL0000695,3288000,2013-01-19,30,360,1.87,0.03467,14704.09,83,2067560.7,3414900,home,Braylee,Bridget,Davenport,13,2013Q1,277,2013
LL0001452,3168000,2018-02-19,30,360,2.8749,0.04472,15999.13,22,2816019.19,3382050,home,Kyra,Hanna,Lloyd,11,2018Q1,338,2018
LL0000973,3216000,2014-03-26,30,360,2.71,0.04307,15928.29,69,2116948.18,3381350,investment property,Daniela,Lola,Bradley,10,2014Q1,291,2014
LL0001267,3264000,2014-01-07,30,360,2.96,0.04557,16648.94,71,2081925.43,3373250,commerical property,Raymond,Francisco,Underwood,13,2014Q1,289,2014
LL0000516,3264000,2014-09-02,15,180,2.42,0.03717,23683.14,63,1771962.24,3361350,home,Lucas,Cody,Austin,5,2014Q3,117,2014
LL0001078,3192000,2018-02-20,30,360,2.88,0.04477,16129.8,22,2837144.35,3346000,investment property,Cassandra,Johanna,Lamb,17,2018Q1,338,2018
LL0001410,3192000,2019-02-16,30,360,2.66,0.04257,15715.8,10,3034841.95,3327950,investment property,Louis,Caiden,Pittman,10,2019Q1,350,2019
LL0001534,2976000,2012-01-14,30,360,1.89,0.03487,13341.98,95,1708511.59,3301450,home,Emmett,Santiago,Goodwin,10,2012Q1,265,2012
LL0000977,3168000,2016-07-28,30,360,1.52,0.03117,13557.15,41,2612156.91,3290600,investment property,Madelyn,Ava,Rivera,5,2016Q3,319,2016
LL0001616,3216000,2016-02-05,30,360,1.86,0.03457,14364.19,46,2555247.07,3287300,home,Joselyn,Emma,Brown,13,2016Q1,314,2016
LL0000951,3216000,2016-02-28,30,360,1.76,0.03357,14185.79,46,2563453.65,3286150,commerical property,Colin,Preston,Ferguson,14,2016Q1,314,2016
LL0001511,3048000,2014-04-18,30,360,2.73,0.04327,15132.04,68,2019021.0,3272200,home,Amelia,Madison,Chambers,4,2014Q2,292,2014
LL0000739,3192000,2018-06-19,30,360,2.89,0.04487,16148.75,18,2901322.53,3220050,investment property,Mason,Oliver,Simon,1,2018Q2,342,2018
LL0001356,3072000,2013-03-16,30,360,2.01,0.03607,13978.79,81,1939717.89,3196100,home,Jayceon,Peyton,Fields,16,2013Q1,279,2013
LL0000439,3000000,2016-04-13,30,360,1.77,0.03367,13249.6,44,2417017.38,3187900,investment property,Everly,Adalynn,Washington,6,2016Q2,316,2016
LL0001420,2856000,2012-02-12,15,180,1.96,0.03257,20077.94,94,968673.83,3180000,home,Ashlynn,Macy,Swanson,4,2012Q1,86,2012
LL0001258,2952000,2017-09-03,30,360,2.1657,0.03763,13692.96,27,2582290.15,3174500,home,Miracle,Justice,Walton,2,2017Q3,333,2017
LL0001153,3000000,2016-01-25,30,360,2.03,0.03627,13684.92,47,2356808.93,3131850,home,Pablo,Leland,Smith,4,2016Q1,313,2016
LL0001654,3000000,2013-02-11,30,360,1.99,0.03587,13617.46,82,1883368.69,3125750,home,Axel,Weston,Ford,15,2013Q1,278,2013
LL0000388,2856000,2016-02-09,30,360,1.74,0.03337,12566.27,46,2277951.56,3107100,home,Anika,Azalea,Anthony,10,2016Q1,314,2016
LL0000737,2856000,2018-04-05,30,360,2.83,0.04427,14347.32,20,2569053.64,3067800,home,Coraline,Lainey,Wilkinson,8,2018Q2,340,2018
LL0000538,2856000,2016-11-24,30,360,2.3498,0.03947,13547.86,37,2354729.19,3032650,home,Joaquin,Dominick,Parks,2,2016Q4,323,2016
LL0001189,2832000,2012-06-05,15,180,1.57,0.02867,19376.63,90,1088103.23,3030300,commerical property,Remi,Colette,Lara,18,2012Q2,90,2012
LL0001501,2904000,2019-09-06,30,360,1.55,0.03147,12474.81,3,2866575.57,3029850,investment property,Naomi,Charlotte,Brooks,14,2019Q3,357,2019
LL0000832,3000000,2018-10-26,30,360,3.08,0.04677,15517.69,14,2782752.36,3021600,investment property,Matilda,Cassandra,Underwood,14,2018Q4,346,2018
LL0000490,2928000,2014-12-09,30,360,2.22,0.03817,13671.58,60,2107705.06,3020450,commerical property,Bennett,Emmanuel,Romero,8,2014Q4,300,2014
LL0000963,2808000,2018-04-20,30,360,2.96,0.04557,14322.98,20,2521540.34,3019050,investment property,Jack,Antonio,Waggoner,3,2018Q2,340,2018
LL0000183,2832000,2013-07-13,30,360,2.61,0.04207,13860.54,77,1764738.48,3010150,investment property,Bentley,Tyler,Stauffer,13,2013Q3,283,2013
LL0000743,2736000,2012-01-15,30,360,1.89,0.03487,12266.02,95,1570728.4,3001400,commerical property,Lilly,Mary,Tucker,14,2012Q1,265,2012
LL0001354,2760000,2015-02-11,30,360,2.0,0.03597,12543.56,58,2032473.55,2969250,home,Axel,Judah,Ryder,18,2015Q1,302,2015
LL0000565,2904000,2018-07-02,30,360,2.87,0.04467,14657.26,17,2654826.66,2931400,investment property,Jaxon,Jude,Skelton,9,2018Q3,343,2018
LL0000359,2832000,2015-11-27,30,360,2.22,0.03817,13223.33,49,2184056.64,2906800,home,Maximus,Walter,Tharp,16,2015Q4,311,2015
LL0001007,2640000,2015-04-01,30,360,1.87,0.03467,11806.2,57,1967046.48,2906800,investment property,Michael,Weston,Beebe,5,2015Q2,303,2015
LL0001008,2664000,2018-01-26,30,360,2.66,0.04257,13116.2,23,2362327.44,2759250,home,Emily,Abigail,Frazier,16,2018Q1,337,2018
LL0000794,2268000,2013-08-04,30,360,2.63,0.04228,11128.01,76,1422271.57,2565050,commerical property,Reagan,Charlotte,Barnes,1,2013Q3,284,2013
LL0001448,2244000,2014-07-11,30,360,2.53,0.04128,10879.45,65,1536835.65,2524000,commerical property,Aisha,Kaelyn,Yates,9,2014Q3,295,2014
LL0001119,2196000,2012-04-09,15,180,2.06,0.03358,15546.13,92,765755.65,2517150,investment property,Ava,Charlotte,Wade,6,2012Q2,88,2012
LL0000292,2220000,2015-04-13,30,360,1.94,0.03538,10015.94,56,1659107.23,2486200,commerical property,Reid,Brendan,Shell,3,2015Q2,304,2015
LL0000419,2220000,2012-02-26,30,360,1.98,0.03578,10065.7,94,1273823.96,2483300,commerical property,Ryan,Dylan,Bruner,8,2012Q1,266,2012
LL0000434,2220000,2015-06-19,30,360,2.26,0.03858,10417.69,54,1657444.86,2482850,investment property,Joseph,Bryson,Aranda,4,2015Q2,306,2015
LL0000112,2220000,2012-03-10,30,360,2.04,0.03638,10140.59,93,1276925.18,2482650,home,Roberto,Frank,Klein,11,2012Q1,267,2012
LL0001591,2148000,2012-02-18,30,360,2.01,0.03608,9775.44,94,1229108.58,2471700,investment property,Hailey,Charlotte,Cooper,6,2012Q1,266,2012
LL0001368,2280000,2016-02-05,30,360,1.86,0.03458,10184.84,46,1811497.38,2471300,investment property,Emilio,Emerson,Chambers,3,2016Q1,314,2016
LL0000504,2220000,2013-03-07,30,360,2.0,0.03598,10090.63,81,1402658.81,2464550,home,Matthew,Mason,Valdes,8,2013Q1,279,2013
LL0001093,2136000,2013-03-13,15,180,2.04,0.03338,15100.53,81,912857.16,2440250,commerical property,Malaysia,Eve,Wang,9,2013Q1,99,2013
LL0001493,2196000,2013-03-27,30,360,1.87,0.03468,9821.84,81,1400431.23,2439550,home,Jace,Robert,Alvarado,3,2013Q1,279,2013
LL0000869,2136000,2013-07-17,30,360,2.52,0.04118,10343.43,77,1339555.65,2433950,home,Lana,Gracelynn,Mckinney,5,2013Q3,283,2013
LL0001314,2244000,2012-12-28,30,360,1.73,0.03328,9862.35,84,1415562.5,2432000,commerical property,Rose,Hayden,Warren,14,2012Q4,276,2012
LL0000732,2268000,2017-09-01,15,180,2.1657,0.03463,16172.36,28,1815173.97,2430600,investment property,Amirah,Isabella,Stephenson,14,2017Q3,152,2017
LL0000830,2148000,2014-10-24,30,360,2.29,0.03888,10116.67,62,1520766.37,2422750,home,Vivienne,Cassidy,Jacobs,9,2014Q4,298,2014
LL0001421,2208000,2018-08-11,30,360,2.87,0.04468,11145.67,16,2029669.3,2413400,commerical property,Elise,Ryleigh,Nichols,16,2018Q3,344,2018
LL0001713,2196000,2014-09-01,30,360,2.35,0.03948,10418.31,64,1529227.92,2413400,home,Ayden,Kenneth,Way,15,2014Q3,296,2014
LL0000403,2148000,2012-02-22,30,360,2.01,0.03608,9775.44,94,1229108.58,2411500,commerical property,Eli,Charles,Stewart,13,2012Q1,266,2012
LL0001486,2268000,2018-10-01,30,360,3.09,0.04688,11746.35,15,2091804.71,2410850,home,Gracelynn,Juniper,Doyle,15,2018Q4,345,2018
LL0000118,2232000,2016-11-15,30,360,2.2189,0.03817,10421.78,37,1846394.14,2409100,commerical property,David,Giovanni,Valentin,15,2016Q4,323,2016
LL0001181,2160000,2013-07-09,30,360,2.65,0.04248,10623.37,77,1342000.3,2398350,investment property,Damien,Muhammad,High,5,2013Q3,283,2013
LL0000095,2220000,2017-02-20,30,360,2.4147,0.04012,10613.98,34,1859124.56,2392250,commerical property,Nevaeh,Olivia,Howard,2,2017Q1,326,2017
LL0000067,2244000,2015-06-03,15,180,2.38,0.03678,16238.83,54,1367103.03,2387650,commerical property,Josiah,Preston,Higginbotham,11,2015Q2,126,2015
LL0000141,2256000,2019-09-17,30,360,1.81,0.03408,10014.95,3,2225955.16,2381300,home,Nathaniel,Mateo,Maldonado,13,2019Q3,357,2019
LL0001585,2256000,2013-02-24,15,180,1.97,0.03268,15871.95,82,954500.0,2381100,commerical property,Kynlee,Isabella,Humphrey,12,2013Q1,98,2013
LL0000878,2268000,2014-05-04,30,360,2.6,0.04198,11088.26,67,1525086.43,2371400,investment property,Lorenzo,Dalton,Barbosa,18,2014Q2,293,2014
LL0000606,2112000,2012-06-08,30,360,1.65,0.03248,9189.24,90,1284968.46,2370150,investment property,Maya,Emma,Kelly,11,2012Q2,270,2012
LL0000850,2280000,2015-08-02,30,360,2.2,0.03798,10621.23,52,1727695.94,2360650,investment property,Sloan,Sophia,Atkinson,6,2015Q3,308,2015
LL0001063,2256000,2017-08-06,30,360,2.262,0.0386,10589.2,28,1959502.36,2359900,home,Cole,Zion,Ogle,1,2017Q3,332,2017
LL0001038,2280000,2016-03-07,30,360,1.91,0.03508,10248.4,45,1818821.85,2349750,commerical property,William,Javier,Guzman,18,2016Q1,315,2016
LL0000500,2148000,2012-07-03,30,360,1.65,0.03248,9345.87,89,1316217.21,2344900,home,Greyson,Micah,Ramos,18,2012Q3,271,2012
LL0001688,2244000,2017-12-16,30,360,2.35,0.03948,10646.04,24,1988495.13,2341300,home,Juan,Javier,Arndt,17,2017Q4,336,2017
LL0000081,2280000,2016-11-13,30,360,2.1501,0.03748,10556.45,37,1889411.42,2337200,commerical property,Eli,Hunter,Sotelo,2,2016Q4,323,2016
LL0000998,2016000,2012-06-12,30,360,1.67,0.03268,8793.69,90,1224568.09,2333950,home,Esmeralda,Brinley,Griffith,9,2012Q2,270,2012
LL0000446,2160000,2014-04-28,30,360,2.7,0.04298,10686.69,68,1433305.31,2323700,home,Marcus,Kaleb,Rice,9,2014Q2,292,2014
LL0001027,2184000,2015-10-02,30,360,1.99,0.03588,9914.73,50,1688263.33,2321600,commerical property,Patrick,Miguel,Mills,5,2015Q4,310,2015
LL0000493,2112000,2015-02-24,30,360,1.99,0.03588,9587.87,58,1555903.3,2320600,commerical property,Martin,Collin,Greer,14,2015Q1,302,2015
LL0000110,2136000,2013-03-06,30,360,1.95,0.03548,9648.92,81,1354437.63,2320600,investment property,Greyson,Theodore,Shipman,9,2013Q1,279,2013
LL0000835,2244000,2016-03-20,15,180,1.88,0.03178,15689.48,45,1537973.42,2313100,investment property,Tyler,Austin,Barnett,15,2016Q1,135,2016
LL0000227,2232000,2018-11-09,15,180,3.19,0.04488,17060.96,13,2010207.46,2312900,commerical property,Charli,Gloria,Rivas,14,2018Q4,167,2018
LL0000258,2100000,2018-04-03,30,360,2.79,0.04388,10501.1,20,1889978.02,2311900,home,Nathan,John,Bond,9,2018Q2,340,2018
LL0001257,2148000,2014-06-15,30,360,2.6,0.04198,10501.58,66,1454895.61,2309300,commerical property,Jayden,Alexander,Barney,9,2014Q2,294,2014
LL0000351,2184000,2013-03-04,30,360,1.88,0.03478,9780.33,81,1391792.88,2308700,home,Henry,Jackson,Jefferson,15,2013Q1,279,2013
LL0000996,2004000,2013-05-28,30,360,2.15,0.03748,9278.56,79,1270993.58,2304450,investment property,Julia,Amelia,Ross,17,2013Q2,281,2013
LL0000480,2160000,2015-05-24,30,360,2.21,0.03808,10074.52,55,1605901.5,2304150,home,Jaxon,Christopher,Mathews,6,2015Q2,305,2015
LL0000611,2100000,2012-02-14,15,180,1.92,0.03218,14723.41,94,715999.9,2303900,commerical property,Amelia,Madison,Vega,18,2012Q1,86,2012
LL0001104,2232000,2016-02-06,15,180,1.86,0.03158,15583.96,46,1515137.98,2303250,home,Luke,Lucas,Baron,3,2016Q1,134,2016
LL0000274,2280000,2018-12-05,30,360,2.91,0.04508,11563.27,12,2141240.82,2299600,investment property,Felix,Clark,Thibodeaux,15,2018Q4,348,2018
LL0000482,1956000,2012-02-06,30,360,1.93,0.03528,8813.91,94,1127492.02,2280300,commerical property,Ezra,Carson,Russell,12,2012Q1,266,2012
LL0000802,2160000,2013-09-18,30,360,2.69,0.04288,10674.01,75,1359449.35,2274800,commerical property,Bryson,Giovanni,Mendoza,9,2013Q3,285,2013
LL0001669,2112000,2014-06-11,30,360,2.65,0.04248,10387.3,66,1426438.35,2273500,investment property,Emily,Mia,Phelps,14,2014Q2,294,2014
LL0000207,2220000,2017-03-04,30,360,2.478,0.04076,10696.12,33,1867028.07,2271650,investment property,Lucia,Aniyah,Carlson,15,2017Q1,327,2017
LL0001112,2208000,2019-11-15,30,360,1.84,0.03438,9838.65,1,2198161.35,2270350,investment property,River,Averie,Zimmerman,18,2019Q4,359,2019
LL0000886,2136000,2019-06-07,30,360,2.09,0.03688,9817.15,6,2077097.08,2266400,home,Emelia,Margot,Atkinson,16,2019Q2,354,2019
LL0000541,2196000,2019-06-24,30,360,2.02,0.03618,10006.24,6,2135962.58,2265550,home,Jocelyn,Natalia,Woods,2,2019Q2,354,2019
LL0000564,2028000,2013-08-23,30,360,2.82,0.04418,10177.01,76,1254547.58,2264100,commerical property,Bennett,Collin,Dias,15,2013Q3,284,2013
LL0000179,2004000,2015-11-17,30,360,2.25,0.03848,9392.63,49,1543761.22,2259300,investment property,Trenton,Dalton,Dalton,4,2015Q4,311,2015
LL0000221,2160000,2014-07-27,30,360,2.48,0.04078,10409.54,65,1483380.08,2259200,investment property,Graham,Kyler,Winslow,11,2014Q3,295,2014
LL0000870,2160000,2014-08-12,30,360,2.46,0.04058,10384.53,64,1495390.31,2258400,investment property,Vincent,Luis,Gonzales,1,2014Q3,296,2014
LL0001294,2004000,2016-02-20,30,360,1.76,0.03358,8840.76,46,1597325.0,2254550,commerical property,Jett,Marco,Vincent,13,2016Q1,314,2016
LL0001347,2004000,2012-12-22,30,360,1.77,0.03368,8851.84,84,1260445.03,2252300,commerical property,Katelyn,Paris,Carr,1,2012Q4,276,2012
